종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"008870","금비","KOSPI",,,"032301","유리 및 유리제품 제조업","09",,"1000000","5000","5000000000","원(KRW)","고기영","031-632-5280","경기도 이천시 부발읍 중부대로1707번길 13 "
"001570","금양","KOSPI",,,"032001","기초 화학물질 제조업","12",,"44048135","500","22024067500","원(KRW)","류광지","051-316-5881","부산광역시 사상구  낙동대로960번길 81 (감전동) (주)금양"
"002990","금호산업","KOSPI",,,"064101","건물 건설업","12",,"36633924","5000","184630950000","원(KRW)","서재환","02-6303-0114","전라남도 나주시 시청길 4 "
"011780","금호석유","KOSPI",,,"032001","기초 화학물질 제조업","12",,"30467691","5000","167455885000","원(KRW)","박찬구, 문동준","02-6961-1114","서울특별시 중구 청계천로 100
(수표동, 시그니쳐타워) "
"214330","금호에이치티","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"125257661","500","62628830500","원(KRW)","김진곤, 김두인(각자대표)","062-958-2700","광주광역시 광산구 용아로 717 "
"001210","금호전기","KOSPI",,,"032804","전구 및 조명장치 제조업","12",,"11981820","500","5990910000","원(KRW)","이홍민","02-707-4000","서울특별시 영등포구 국제금융로 10 쓰리아이에프씨동 14층"
"073240","금호타이어","KOSPI",,,"032201","고무제품 제조업","12",,"287260287","5000","1436301435000","원(KRW)","전대진","02-6303-8114","광주광역시 광산구  어등대로 658 "
"036190","금화피에스시","KOSDAQ","우량기업부",,"064203","전기 및 통신 공사업","12",,"6000000","500","3000000000","원(KRW)","김성기,김경태(각자대표)","02  -2186-6220","서울특별시 강남구  테헤란로25길 15-4 "
"049080","기가레인","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"72049635","500","36024817500","원(KRW)","최인권","031-233-7325","경기도 화성시 동탄산단10길 61 - "
"035460","기산텔레콤","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"14577340","500","7288670000","원(KRW)","박병기","02  -3431-8700","서울특별시 송파구  오금로 111 세기빌딩 11층"
"092440","기신정기","KOSPI",,,"032902","특수 목적용 기계 제조업","03",,"29200000","500","14600000000","원(KRW)","윤현도","032-820-1600","인천광역시 남동구  은봉로 111 49동 1호(논현동, 남동공단)"
"000270","기아차","KOSPI",,,"033001","자동차용 엔진 및 자동차 제조업","12",,"405363347","5000","2139316735000","원(KRW)","송호성,최준영(각자 대표이사)","02-3464-1114","서울특별시 서초구 헌릉로 12 기아자동차"
"024110","기업은행","KOSPI",,,"116401","은행 및 저축기관","12",,"738664360","5000","3693321800000","원(KRW)","윤종원","02-729-6114","서울특별시 중구 을지로 79 중소기업은행본점"
"013700","까뮤이앤씨","KOSPI",,,"064101","건물 건설업","12",,"45152280","500","22576140000","원(KRW)","손병재","031-633-9114","경기도 이천시 대월면 경충대로 1937번길 57 "
"308100","까스텔바작","KOSDAQ","우량기업부",,"074704","섬유, 의복, 신발 및 가죽제품 소매업","12",,"6596700","500","3298350000","원(KRW)","권영숭","02-3498-0330","서울특별시 강남구 논현로 322 "
"004540","깨끗한나라","KOSPI",,,"031701","펄프, 종이 및 판지 제조업","12",,"37240693","1000","37606853000","원(KRW)","최현수, 김민환","02-2270-9200","서울특별시 용산구 한남대로 98 일신빌딩 4층"
"187790","나노","KOSDAQ","벤처기업부",,"032001","기초 화학물질 제조업","12",,"25797855","500","12898927500","원(KRW)","신동우","054-533-5887","경상북도 상주시 청리면 마공공단로 60 -"
"286750","나노브릭","KOSDAQ","기술성장기업부","기술성장기업","032001","기초 화학물질 제조업","12",,"4560103","1000","4560103000","원(KRW)","주재현","031-663-9420","경기도 평택시 산단로52번길 68 "
"151910","나노스","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"148625347","100","14862534700","원(KRW)","양선길","031-240-3900","경기도 화성시 마도면 마도공단로2길 4 -"
"121600","나노신소재","KOSDAQ","벤처기업부",,"032004","기타 화학제품 제조업","12",,"10848333","500","5424166500","원(KRW)","박장우","044-275-6966","세종특별자치시   부강면 금호안골길 78 부용지방산업단지내"
"039860","나노엔텍","KOSDAQ","중견기업부",,"032701","의료용 기기 제조업","12",,"26796327","500","13398163500","원(KRW)","정찬일","02-6220-7728","서울특별시 구로구  디지털로26길 5 에이스하이엔드타워1차 1210호"
"091970","나노캠텍","KOSDAQ","중견기업부",,"032202","플라스틱제품 제조업","12",,"28080425","500","14040212500","원(KRW)","원재석","031-671-9466","경기도 안성시 양성면 양성로 112 -"
"244880","나눔테크","KONEX","일반기업부",,"032701","의료용 기기 제조업","12","한국증권","5020000","500","2510000000","원(KRW)","최무진","062-955-8588","광주광역시 북구 첨단벤처소로 57(월출동) "
"288490","나라소프트","KONEX","일반기업부",,"105802","소프트웨어 개발 및 공급업","12","NH투자증권","30480000","100","3048000000","원(KRW)","김호상","02-3487-7988","서울특별시 서초구 사임당로19길 28-7 서울시 서초구 사임당로19길 28-7, 지하1층(서초동, 웅지타운빌딩)"
"051490","나라엠앤디","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"14200000","500","7230000000","원(KRW)","김영조","055-239-3600","경상남도 창원시 성산구  공단로 675 나라엠앤디(주) "
"190510","나무가","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"6871090","500","3633284500","원(KRW)","서정화","070-7012-8400","경기도 성남시 중원구 사기막골로 124, 709호(상대원동, SKn테크노파크) &nbsp"
"242040","나무기술","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"32400660","100","3240066000","원(KRW)","정철","031-8017-3900","경기도 성남시 분당구 판교로255번길 9-22 4층 "
"089600","나스미디어","KOSDAQ","우량기업부",,"137103","광고업","12",,"8754691","500","4557703000","원(KRW)","정기호","02-2188-7300","서울특별시 강남구 도곡로1길 14 삼일프라자오피스텔4,5F "
"293580","나우IB","KOSDAQ","중견기업부",,"116409","기타 금융업","12",,"9480000","5000","47400000000","원(KRW)","이승원","02-565-6234","서울특별시 강남구 삼성로 511 골든타워 11층"
"257990","나우코스","KONEX","일반기업부",,"032004","기타 화학제품 제조업","12","한화투자","3912595","500","1956297500","원(KRW)","노향선","044-862-2791","세종특별자치시 전의면 산단길 220 "
"138610","나이벡","KOSDAQ","기술성장기업부","기술성장기업","032103","의료용품 및 기타 의약 관련제품 제조업","12",,"9902979","500","4951489500","원(KRW)","정종평","043-532-7458","충청북도 진천군  이월면 밤디길 116 이월전기전자농공1단지"
"130580","나이스디앤비","KOSDAQ","벤처기업부",,"147509","기타 사업지원 서비스업","12",,"15400000","500","7700000000","원(KRW)","노 영 훈","02-2122-2370","서울특별시 마포구 마포대로 217 (아현동)"
"036800","나이스정보통신","KOSDAQ","우량기업부",,"106102","전기 통신업","12",,"10000000","500","5000000000","원(KRW)","김용국","02  -2187-2700","서울특별시 영등포구 은행로 17 NICE 그룹1사옥 "
"267320","나인테크","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"39396554","100","3939655400","원(KRW)","박근노","031-476-0305","경기도 화성시 양감면 정문회화로 81 ㈜나인테크"
"001260","남광토건","KOSPI",,,"064102","토목 건설업","12",,"9828901","5000","49144505000","원(KRW)","김근영","02-3011-0114","경기도 용인시 기흥구 흥덕중앙로 120 비122호(영덕동, 흥덕유타워) "
"008350","남선알미늄","KOSPI",,,"032402","1차 비철금속 제조업","12",,"110179090","500","55243490000","원(KRW)","장규한,이상일","053-610-5110","대구광역시 달성군  논공읍 논공중앙로 288 "
"004270","남성","KOSPI",,,"074607","기타 전문 도매업","12",,"36212160","500","18106080000","원(KRW)","윤봉수 윤성호","02-2109-1550","서울특별시 구로구 디지털로31길 20 크라운프라자 13층 (주)남성"
"003920","남양유업","KOSPI",,,"031005","낙농제품 및 식용빙과류 제조업","12",,"720000","5000","4433310000","원(KRW)","이광범","02-2010-6601","서울특별시 강남구 도산대로 240 1964빌딩"
"025860","남해화학","KOSPI",,,"032003","비료, 농약 및 살균, 살충제 제조업","12",,"49678843","1000","49678843000","원(KRW)","하형수","061-688-5354","서울특별시 강남구 테헤란로113길 15 (삼성동) "
"111710","남화산업","KOSDAQ","중견기업부",,"189101","스포츠 서비스업","12",,"20588000","200","4117600000","원(KRW)","최재훈, 최영곤 (공동대표이사)",,"전라남도 무안군 청계면 서호로 162 "
"091590","남화토건","KOSDAQ","우량기업부",,"064101","건물 건설업","12",,"11740000","500","5870000000","원(KRW)","최상준, 최재훈","062-520-1072","전라남도 화순군 화순읍 벽라1길 40 "
"168330","내츄럴엔도텍","KOSDAQ","관리종목(소속부없음)",,"137001","자연과학 및 공학 연구개발업","12",,"20665822","500","10332911000","원(KRW)","이용욱","070-4601-3139","경기도 성남시 분당구 판교로 255 번길 58, 에이동 301호 "
"253590","네오셈","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"37575588","100","3757558800","원(KRW)","염동현","031-8091-0853","경기도 안양시 동안구 시민대로327번길 12-26 주식회사 네오셈"
"212560","네오오토","KOSDAQ","우량기업부",,"033003","자동차 신품 부품 제조업","12",,"7874963","500","3937481500","원(KRW)","김원일","02-732-2871","서울특별시 종로구 새문안로5길 19 6층(당주동, 로얄빌딩)"
"095660","네오위즈","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"22033719","500","11016859500","원(KRW)","문지수","031-8023-6600","경기도 성남시 분당구 대왕판교로645번길 14네오위즈판교타워 "
"042420","네오위즈홀딩스","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"8856866","500","4653433000","원(KRW)","오승헌","031-8023-6503","경기도 성남시 분당구 대왕판교로645번길 14네오위즈판교타워 "
"311390","네오크레마","KOSDAQ","벤처기업부",,"031007","기타 식품 제조업","12",,"7315995","500","3657997500","원(KRW)","김재환","02-401-4088","서울특별시 송파구 중대로 211(가락동, 나은빌딩) "
"085910","네오티스","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"11707615","500","5853807500","원(KRW)","권상훈","031-671-0170","경기도 안성시  죽산면 용대길 38-9 "
"092730","네오팜","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"8207361","500","4103680500","원(KRW)","김양수","042-864-0038","대전 유성구 탑립동 928번지 "
"290660","네오펙트","KOSDAQ","기술성장기업부","기술성장기업","032701","의료용 기기 제조업","12",,"18906280","500","9453140000","원(KRW)","반호영","031-889-8521","경기도 성남시 수정구 창업로 42 판교제2테크노밸리 경기기업성장센터 801호"
"306620","네온테크","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"37207622","100","3720762200","원(KRW)","황성일","02-369-3972","경기도 안양시 동안구 부림로 146 네온테크 -"
"153460","네이블","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"6530014","500","3265007000","원(KRW)","양건열","070-7780-9910","서울특별시 강남구 학동로 401 8층(청담동, 금하빌딩) "
"007390","네이처셀","KOSDAQ","중견기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"61210399","500","30605199500","원(KRW)","라정찬","02-545-4137","서울특별시 영등포구 국회대로76길 10 5층 "
"086220","네추럴FNP","KONEX","일반기업부",,"031007","기타 식품 제조업","12","하나금융투자","10573865","500","5286932500","원(KRW)","이 현 직","043-211-1056","충청북도 청원군 오창읍 양청송대길 39(송대리) "
"033640","네패스","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"23059202","500","11629601000","원(KRW)","이병구","02-3470-2700","충청북도 음성군 삼성면 금일로965번길 105 "
"330860","네패스아크","KOSDAQ","중견기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"10782436","500","5391218000","원(KRW)","이창우","043-240-0230","충청북도 청주시 청원구 오창읍 과학산업2로 587-32 "
"005720","넥센","KOSPI",,,"032201","고무제품 제조업","12",,"53543977","500","28572288500","원(KRW)","강병중, 강호찬, 배중열","055-333-0771","경상남도 김해시  김해대로 2595 "
"002350","넥센타이어","KOSPI",,,"032201","고무제품 제조업","12",,"97667877","500","54083938500","원(KRW)","대표이사 회장 강병중
대표이사 사장 강호찬","055-370-5114","경상남도 양산시  충렬로 355 넥센타이어 "
"089140","넥스턴","KOSDAQ","벤처기업부",,"032301","유리 및 유리제품 제조업","12",,"11846520","500","5923260000","원(KRW)","정영화","031-288-2088","경기도 용인시 기흥구 기흥단지로121번길 35 (고매동)"
"065170","넥스트BT","KOSDAQ","중견기업부",,"074603","음·식료품 및 담배 도매업","12",,"86996089","500","43498044500","원(KRW)","김 창 균","02-3401-4490","충청북도 음성군 삼성면 대양로 193-12 "
"003580","넥스트사이언스","KOSPI",,,"020702","기타 비금속광물 광업","12",,"32936179","500","16468089500","원(KRW)","이을규","02-6925-4450","강원도 정선군  사북읍 동탄길 32 "
"137940","넥스트아이","KOSDAQ","중견기업부",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"77116173","100","7927357300","원(KRW)","진광(Chen Guang)","031-478-2700","경기도 안양시 동안구 동편로 13번길65 넥스트아이빌딩 "
"348210","넥스틴","KOSDAQ","기술성장기업부","기술성장기업","032902","특수 목적용 기계 제조업","12",,"9563400","500","4781700000","원(KRW)","박태훈","031-629-2300","경기도 화성시 동탄산단9길 23-12 "
"041140","넥슨지티","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"35373322","500","17686661000","원(KRW)","신지환","02-525-6603","경기도 성남시 분당구 판교로 256번길 25 (삼평동, 판교테크노밸리 씨3-7비동)"
"217270","넵튠","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"23707586","500","11853793000","원(KRW)","정욱, 유태웅 (각자대표이사)","031-698-3498","경기도 성남시 분당구 성남대로331번길 8 601호(정자동, 킨스타워)"
"225570","넷게임즈","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"28838832","500","14419416000","원(KRW)","박용현","02-750-5644","서울특별시 강남구 남부순환로 2621 5층(도곡동, 에스앤아이강남빌딩) "
"251270","넷마블","KOSPI",,,"105802","소프트웨어 개발 및 공급업","12",,"85877956","100","8587795600","원(KRW)","권영식, 이승원(각자 대표집행임원)","02-2271-7114","서울특별시 구로구 디지털로 300 (구로동, 지밸리비즈플라자)"
"317860","노드메이슨","KONEX","일반기업부",,"032004","기타 화학제품 제조업","12","IBK증권","3758258","500","1879129000","원(KRW)","이병훈 / 구자풍","070-7123-0077","서울특별시 마포구 잔다리로 30 , 2층 (서교동) "
"104620","노랑풍선","KOSDAQ","중견기업부",,"147502","여행사 및 기타 여행보조 서비스업","12",,"4765650","500","2382825000","원(KRW)","고재경, 최명일(각자 대표이사)","02-1544-2288","서울특별시 중구 수표로 31 (저동2가, 노랑풍선빌딩)"
"090350","노루페인트","KOSPI",,,"032004","기타 화학제품 제조업","12",,"20000000","500","10231563000","원(KRW)","김용기, 조성국(각자 대표이사)","031-467-6114","경기도 안양시 만안구  박달로 351 "
"000320","노루홀딩스","KOSPI",,,"116409","기타 금융업","12",,"13291151","500","8500200500","원(KRW)","한영재,김용기","02-2191-7700","경기도 안양시 만안구  박달로 351 "
"194700","노바렉스","KOSDAQ","우량기업부",,"031007","기타 식품 제조업","12",,"9003740","500","4501870000","원(KRW)","권석형","02-587-0019","충청북도 청주시 청원구 오창읍 각리1길 94 &nbsp"
"285490","노바텍","KOSDAQ","벤처기업부",,"033309","그외 기타 제품 제조업","12",,"10054484","500","5027242000","원(KRW)","오춘택","031-627-5290","경기도 용인시 기흥구 흥덕중앙로 120 1101호, 1105호, 1106호, 1107호, 1111호,
1112호, 1113호(영덕동, 유타워) "
"229500","노브메타파마","KONEX","일반기업부",,"137001","자연과학 및 공학 연구개발업","12","NH투자증권","8962867","500","4481433500","원(KRW)","황선욱","02-538-1893","서울특별시 강남구 언주로 727 13층 (논현동, 트리스빌딩)"
"278650","노터스","KOSDAQ","중견기업부",,"137001","자연과학 및 공학 연구개발업","12",,"7619368","100","761936800","원(KRW)","정인성, 김도형","032-833-8899","인천광역시 연수구 아카데미로79번길 38 - "
"006280","녹십자","KOSPI",,,"032102","의약품 제조업","12",,"11686538","5000","58432690000","원(KRW)","허은철","031-260-9312","경기도 용인시 기흥구  이현로30번길 107(보정동) "
"144510","녹십자랩셀","KOSDAQ","중견기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"10554054","500","5277027000","원(KRW)","박대우","031-260-9300","경기도 용인시 기흥구 이현로30번길 107 &nbsp"
"031390","녹십자셀","KOSDAQ","벤처기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"12681216","500","6340608000","원(KRW)","이득주","02-2101-0635","경기도 용인시 기흥구 이현로30번길 107 GC녹십자셀센터"
"142280","녹십자엠에스","KOSDAQ","중견기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"21117283","500","10558641500","원(KRW)","안은억","031-260-9300","경기도 용인시 기흥구 이현로30번길 107 &nbsp"
"234690","녹십자웰빙","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"17752276","500","8876138000","원(KRW)","유영효","031-629-8600","서울특별시 영등포구 여의대로 108 파크원타워2 33층 "
"005250","녹십자홀딩스","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"47028210","500","25744900000","원(KRW)","허일섭, 허용준","031-260-9300","경기 용인시 구성읍 동백리 (주)녹십자 303"
"065560","녹원씨엔아이","KOSDAQ","중견기업부",,"031801","인쇄 및 인쇄관련 산업","12",,"17260625","500","8720892000","원(KRW)","정유석, 구세현 (공동 대표이사)","02-2025-6500","경기도 파주시 신촌2로 7-12 -"
"004370","농심","KOSPI",,,"031007","기타 식품 제조업","12",,"6082642","5000","30413210000","원(KRW)","신동원, 박 준","02-820-7114","서울특별시 동작구  여의대방로 112 "
"072710","농심홀딩스","KOSPI",,,"116409","기타 금융업","12",,"4637790","5000","23188950000","원(KRW)","신동원","02-820-7820","서울특별시 동작구  여의대방로 112 (신대방동)"
"054050","농우바이오","KOSDAQ","우량기업부",,"010101","작물 재배업","12",,"16030561","500","8015280500","원(KRW)","이병각","031-213-4321","경기도 수원시 영통구 센트럴타운로 114-8(이의동)농우바이오 "
"040160","누리텔레콤","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"12055535","500","6027767500","원(KRW)","김영덕","02-781-0700","서울특별시 서초구 사평대로 16(방배동 750-14번지) "
"069140","누리플랜","KOSDAQ","벤처기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"7102743","500","3551371500","원(KRW)","이규홍","031-997-9097","경기도 김포시  대곶면 대곶로202번길 191 "
"126870","뉴로스","KOSDAQ","투자주의환기종목(소속부없음)",,"032901","일반 목적용 기계 제조업","12",,"32984675","500","16492337500","원(KRW)","김승우","042-865-7300","대전광역시 유성구 테크노2로 274 (탑립동)"
"060260","뉴보텍","KOSDAQ","벤처기업부",,"032202","플라스틱제품 제조업","12",,"33433750","500","16716875000","원(KRW)","황문기","033-734-6001","강원도 원주시 태장공단길 42-6 - "
"012340","뉴인텍","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"30044502","500","15022251000","원(KRW)","장기수","041 -541 -8100","충청남도 아산시 음봉면 음봉면로 243 "
"214870","뉴지랩","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"29903344","500","14951672000","원(KRW)","박대우","032-683-7903","경기도 부천시 오정구 신흥로362번길 23 (내동) "
"270870","뉴트리","KOSDAQ","우량기업부",,"031007","기타 식품 제조업","12",,"9113224","500","4556612000","원(KRW)","김도언","031-776-3494","서울시 송파구 백제고분로 27길 6-14 (삼전동 101-3) -"
"144960","뉴파워프라즈마","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"43692624","100","4369262400","원(KRW)","위순임","031-612-7600","경기도 수원시 권선구 산업로155번길 214 (주)뉴파워프라즈마 "
"900100","뉴프라이드","KOSDAQ","투자주의환기종목(소속부없음)",,"074502","자동차 부품 및 내장품 판매업","12",,"123580314","0.003","370741","미국달러(USD)","John Lee","1-310-631-7000","5809 Smithway st., Commerce, CA 90040 -"
"085670","뉴프렉스","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"22044315","500","11022157500","원(KRW)","임우현","031-494-9325","경기 안산시 단원구 신길동 1055603-4호 "
"119860","다나와","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"13074822","500","6537411000","원(KRW)","손윤환, 안징현","1688-2450","서울특별시 양천구  목동동로 233-1 501호"
"064260","다날","KOSDAQ","우량기업부",,"105802","소프트웨어 개발 및 공급업","12",,"68949040","500","34474520000","원(KRW)","박상만","031-697-1004","경기도 성남시 분당구 분당로 55, 9층(서현동, 분당퍼스트타워) "
"093640","다믈멀티미디어","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"13140876","500","6570438000","원(KRW)","박 세철","02-595-5197","서울특별시 서초구 서초대로 67 성령빌딩 (방배동 869-9,11) 2층 "
"039560","다산네트웍스","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"35090068","500","18773496500","원(KRW)","남민우","070-7010-1000","경기도 성남시 분당구 대왕판교로644번길 49 다산타워 "
"058730","다스코","KOSPI",,,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"15400000","500","8000000000","원(KRW)","한상원","061-370-2114","전라남도 화순군  동면 동농공길 26-2 "
"023590","다우기술","KOSPI",,,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"44866617","500","22433308500","원(KRW)","김윤덕","070-8707-1000","경기도 용인시 수지구  디지털벨리로 81 디지털스퀘어 6층"
"032190","다우데이타","KOSDAQ","우량기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"38300000","500","19150000000","원(KRW)","김익래, 이인복, 성백진(각자 대표)","02-3410-5100","서울특별시 마포구 독막로 311 염리동, 재화스퀘어 5층, 11층 "
"323350","다원넥스뷰","KONEX","일반기업부",,"032703","사진장비 및 광학기기 제조업","12","신한투자","730000","500","365000000","원(KRW)","남기중","031-8085-7850","경기도 안산시 단원구 시화호수로 485 "
"068240","다원시스","KOSDAQ","우량기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"27064407","500","13532203500","원(KRW)","박선순","031-8085-3010","경기도 안산시 단원구 시화호수로 485(성곡동) (주) 다원시스"
"086080","다이노나","KONEX","일반기업부",,"137001","자연과학 및 공학 연구개발업","12","한국증권","32931086","500","16465543000","원(KRW)","조경숙","02-578-0810","경기도 성남시 분당구 판교로 228번길 153동 902호(삼평동, 판교세븐벤처밸리1) "
"271850","다이오진","KONEX","일반기업부",,"137001","자연과학 및 공학 연구개발업","12","IBK증권","3123000","100","312300000","원(KRW)","임성식","031-701-6488","경기도 성남시 분당구 판교로 255번길 9-22, 302호(삼평동, 우림더블유시티) "
"343090","단디바이오","KONEX","일반기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12","대신증권","5458325","1000","5458325000","원(KRW)","박영민","02-6925-0379","서울특별시 성동구 아차산로 66 6층(성수동2가)"
"019680","대교","KOSPI",,,"168501","초등 교육기관","12",,"84702850","500","52064920000","원(KRW)","박수완","02-829-1114","서울특별시 관악구 보라매로 3길 23 (보라매동 729-21) 대교타워"
"006370","대구백화점","KOSPI",,,"074701","종합 소매업","12",,"10821611","5000","54108055000","원(KRW)","구정모","053-423-1234","대구광역시 중구 동성로 30 9층 재무팀"
"008060","대덕","KOSPI",,,"116409","기타 금융업","12",,"33890150","500","17551253500","원(KRW)","김영재","031-8040-8073","경기도 안산시 단원구 강촌로 230 (목내동)"
"353200","대덕전자","KOSPI",,,"032602","전자부품 제조업","12",,"49416925","500","25756222000","원(KRW)","신영환","031-8040-8000","경기도 안산시 단원구 강촌로 230 "
"178600","대동고려삼","KONEX","일반기업부",,"031007","기타 식품 제조업","06","대신증권","4449600","500","2224800000","원(KRW)","최 성 근","041-753-8803","충청남도 금산군  군북면 군북로 586 "
"000490","대동공업","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"23728210","1000","23728210000","원(KRW)","김준식, 원유현","053-610-3000","대구광역시 달성군 논공읍 논공중앙로34길 35 35"
"020400","대동금속","KOSDAQ","중견기업부",,"032403","금속 주조업","12",,"2875892","1000","2875892000","원(KRW)","권태경","053 -610 -5030","대구광역시 달성군  논공읍 논공로 602 "
"008830","대동기어","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"8987520","500","4493760000","원(KRW)","강경규","055 -851 -2311","경상남도 사천시  사남면 공단1로 42 (주)대동기어 "
"048470","대동스틸","KOSDAQ","중견기업부",,"032401","1차 철강 제조업","12",,"10000000","500","5000000000","원(KRW)","임형기 임주희(각자대표이사)","(02)780-4448","인천광역시 남동구 앵고개로622번길 29 남동공단 165B-1L 고잔동"
"008110","대동전자","KOSPI",,,"032604","통신 및 방송 장비 제조업","03",,"10490447","500","5245223500","원(KRW)","김명성","02-855-5121","서울특별시 금천구  가산디지털1로 33 "
"004780","대륙제관","KOSDAQ","우량기업부",,"032509","기타 금속 가공제품 제조업","12",,"15903199","500","7951599500","원(KRW)","박봉국, 박봉준 (각자대표이사)","02-6003-0600","서울특별시 강남구 역삼로 221 "
"005750","대림B&Co","KOSPI",,,"032302","내화, 비내화 요업제품 제조업","12",,"16672240","1000","16672240000","원(KRW)","강태식","055-280-8400","경상남도 창원시 성산구  공단로 52 "
"001880","대림건설","KOSPI",,,"064101","건물 건설업","12",,"22053284","5000","110266420000","원(KRW)","조남창","032-518-3535","인천광역시 남동구  미래로 14 "
"017650","대림제지","KOSDAQ","우량기업부",,"031709","기타 종이 및 판지 제품 제조업","12",,"9000000","500","4500000000","원(KRW)","류  창  승","031 -373 -7670","경기 오산시 누읍동 7 "
"006570","대림통상","KOSPI",,,"032509","기타 금속 가공제품 제조업","12",,"15225000","1000","16425000000","원(KRW)","고은희, 이지용","02-730-9811","서울특별시 서대문구  연희로 142 "
"007720","대명소노시즌","KOSDAQ","우량기업부",,"074608","상품 종합 도매업","12",,"100800450","500","50400225000","원(KRW)","김범철","02-2222-7500","강원도 홍천군 서면 한치골길 262 "
"317850","대모","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"8324420","500","4162210000","원(KRW)","이원해","0314886000","경기도 시흥시 엠티브이26로58번길 56 -"
"290670","대보마그네틱","KOSDAQ","벤처기업부",,"032809","기타 전기장비 제조업","12",,"7416850","500","3708425000","원(KRW)","이준각, 이상익 각자대표","031-354-3960","경기도 화성시 팔탄면 현대기아로 25-13 "
"078140","대봉엘에스","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"11086579","500","5543289500","원(KRW)","박종호, 박진오","032-817-8800","인천광역시 남동구  능허대로649번길 123 "
"001680","대상","KOSPI",,,"031007","기타 식품 제조업","12",,"34648025","1000","36018248000","원(KRW)","임정배","02-2220-9500","서울특별시 동대문구  천호대로 26 "
"084690","대상홀딩스","KOSPI",,,"116409","기타 금융업","12",,"36212538","1000","37126020000","원(KRW)","임창욱, 최성수 각자대표이사","02-2211-6500","서울특별시 중구 세종대로9길 41 올리브타워 2층 "
"036480","대성미생물","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"3800000","500","1900000000","원(KRW)","이동규, 조항원 (각자대표)","02-553-1104","경기도 의왕시  덕영대로 103 "
"128820","대성산업","KOSPI",,,"074707","연료 소매업","12",,"45235478","5000","226177390000","원(KRW)","김영대, 지관(각자대표)","02-2170-2160","서울특별시 구로구 경인로 662(신도림동, 디큐브시티) "
